"Date,Time,Open,High,Low,Close,Volume,Brand_Name,Ticker,Industry_Tag,Country,Dividends,Stock Splits"
"17-03-2000,00:00:00-05:00,37.89332609,37.97984053,36.16303723,37.33098221,7765900,costco,COST,retail,usa,0,0"
"20-03-2000,00:00:00-05:00,37.20119937,37.28771378,35.29788219,36.20628357,3873800,costco,COST,retail,usa,0,0"
"21-03-2000,00:00:00-05:00,36.07653189,36.85516208,35.99001743,36.11978912,4335200,costco,COST,retail,usa,0,0"
"22-03-2000,00:00:00-05:00,36.20628146,38.06634132,36.07650984,36.59559631,5072800,costco,COST,retail,usa,0,0"
"23-03-2000,00:00:00-05:00,36.50908038,37.37422447,35.98999393,37.11468124,2929400,costco,COST,retail,usa,0,0"
"24-03-2000,00:00:00-05:00,37.24447394,38.10961852,36.89841611,37.28773117,5254700,costco,COST,retail,usa,0,0"
"27-03-2000,00:00:00-05:00,36.85515645,37.80681542,36.50909865,36.98492813,2459100,costco,COST,retail,usa,0,0"
"28-03-2000,00:00:00-05:00,36.85515654,38.54218836,34.77880969,35.38441086,6036600,costco,COST,retail,usa,0,0"
"29-03-2000,00:00:00-05:00,35.42767668,35.42767668,34.21647406,34.95184708,5350400,costco,COST,retail,usa,0,0"
"30-03-2000,00:00:00-05:00,34.80042575,36.20628509,34.43273947,34.77879715,8942800,costco,COST,retail,usa,0,0"
"31-03-2000,00:00:00-05:00,35.51418138,36.50909754,34.25972186,36.37932587,9953300,costco,COST,retail,usa,0,0"
"03-04-2000,00:00:00-04:00,35.64394789,36.85515,34.56251743,36.33606339,4199700,costco,COST,retail,usa,0,0"
"04-04-2000,00:00:00-04:00,37.33098509,38.23938682,34.43275102,37.41749954,9565100,costco,COST,retail,usa,0,0"
"05-04-2000,00:00:00-04:00,37.33096816,38.06634065,36.68211008,37.02816772,2591700,costco,COST,retail,usa,0,0"
"06-04-2000,00:00:00-04:00,37.72027514,37.89330393,35.03832898,35.9034729,4240500,costco,COST,retail,usa,0,0"
"07-04-2000,00:00:00-04:00,35.47092235,37.67704069,35.12486457,36.55235291,2588400,costco,COST,retail,usa,0,0"
"10-04-2000,00:00:00-04:00,36.16303684,38.15286901,35.38440686,37.54726791,5795900,costco,COST,retail,usa,0,0"
"11-04-2000,00:00:00-04:00,37.02818599,39.88316295,36.33607036,39.75339127,7303000,costco,COST,retail,usa,0,0"
"12-04-2000,00:00:00-04:00,39.49384258,41.87298972,37.89332541,38.10961151,7751400,costco,COST,retail,usa,0,0"
"13-04-2000,00:00:00-04:00,38.93150399,40.66179306,37.72030165,37.8068161,6418200,costco,COST,retail,usa,0,0"
"14-04-2000,00:00:00-04:00,37.46074346,37.46074346,34.86531088,35.21136856,4131600,costco,COST,retail,usa,0,0"
"17-04-2000,00:00:00-04:00,34.25971111,34.77879764,32.05359335,34.00016785,7134400,costco,COST,retail,usa,0,0"
"18-04-2000,00:00:00-04:00,34.08667146,35.73044495,33.74061388,35.25461578,5177100,costco,COST,retail,usa,0,0"
"19-04-2000,00:00:00-04:00,35.38439891,36.72537247,34.25971142,36.16302872,3508700,costco,COST,retail,usa,0,0"
"20-04-2000,00:00:00-04:00,36.07652752,38.49893224,35.7304697,37.93658829,4288000,costco,COST,retail,usa,0,0"
"24-04-2000,00:00:00-04:00,36.85512558,40.22918637,36.85512558,38.75844193,5967100,costco,COST,retail,usa,0,0"
"25-04-2000,00:00:00-04:00,39.19104867,39.5371065,38.06636074,39.45059204,3733300,costco,COST,retail,usa,0,0"
"26-04-2000,00:00:00-04:00,39.1694183,39.45059027,37.80681568,38.02310181,3081000,costco,COST,retail,usa,0,0"
"27-04-2000,00:00:00-04:00,36.68213068,39.10453553,35.73047162,38.80173492,5615600,costco,COST,retail,usa,0,0"
"28-04-2000,00:00:00-04:00,38.58544461,38.67195906,37.02818452,37.41749954,3699000,costco,COST,retail,usa,0,0"
"01-05-2000,00:00:00-04:00,37.41750117,40.83482209,36.59561387,40.44550705,3629500,costco,COST,retail,usa,0,0"
"02-05-2000,00:00:00-04:00,39.27755689,40.48875908,37.72029692,37.89332581,3729600,costco,COST,retail,usa,0,0"
"03-05-2000,00:00:00-04:00,36.03327466,36.42258975,34.86532938,36.11978912,7462700,costco,COST,retail,usa,0,0"
"04-05-2000,00:00:00-04:00,35.68719447,36.24953814,32.05358922,33.87039185,9973900,costco,COST,retail,usa,0,0"
"05-05-2000,00:00:00-04:00,33.09177423,35.21137807,32.6159448,33.78388977,4189400,costco,COST,retail,usa,0,0"
"08-05-2000,00:00:00-04:00,33.65411287,33.7406273,32.35639644,32.8322258,3451500,costco,COST,retail,usa,0,0"
"09-05-2000,00:00:00-04:00,33.26480414,34.86532137,33.0052608,34.04343414,2988400,costco,COST,retail,usa,0,0"
"10-05-2000,00:00:00-04:00,33.91364905,34.95182198,33.481077,33.87039185,3644300,costco,COST,retail,usa,0,0"
"11-05-2000,00:00:00-04:00,34.25971187,34.77879841,33.56759647,34.47599792,2339900,costco,COST,retail,usa,0,0"
"12-05-2000,00:00:00-04:00,34.2597387,34.69231116,33.04853581,33.09179306,2610000,costco,COST,retail,usa,0,0"
"15-05-2000,00:00:00-04:00,33.13501935,34.21644949,32.57267568,33.87039185,3392900,costco,COST,retail,usa,0,0"
"16-05-2000,00:00:00-04:00,34.38949885,36.33607425,34.34624162,35.51418686,2932400,costco,COST,retail,usa,0,0"
"17-05-2000,00:00:00-04:00,34.8220569,34.8220569,32.78896786,33.03769684,4054800,costco,COST,retail,usa,0,0"
"18-05-2000,00:00:00-04:00,33.04851893,33.48109117,32.18337446,32.35640335,3042200,costco,COST,retail,usa,0,0"
"19-05-2000,00:00:00-04:00,31.71836282,31.8373202,31.01543286,31.14520454,4730400,costco,COST,retail,usa,0,0"
"22-05-2000,00:00:00-04:00,31.31823221,31.49126111,28.89582751,29.8474865,8660100,costco,COST,retail,usa,0,0"
"23-05-2000,00:00:00-04:00,29.71771642,30.62611823,28.07394171,28.11719894,8692300,costco,COST,retail,usa,0,0"
"24-05-2000,00:00:00-04:00,19.72529557,23.09935929,17.95174926,22.06118584,40016500,costco,COST,retail,usa,0,0"
"25-05-2000,00:00:00-04:00,22.14769084,22.49374851,20.54717412,20.76346016,33098200,costco,COST,retail,usa,0,0"
"26-05-2000,00:00:00-04:00,21.19603736,21.71512399,20.80672239,21.36906624,15012800,costco,COST,retail,usa,0,0"
"30-05-2000,00:00:00-04:00,21.97466309,22.75329288,21.67186261,22.49374962,28791800,costco,COST,retail,usa,0,0"
"31-05-2000,00:00:00-04:00,22.49375181,22.71003788,21.8881508,22.10443687,16909700,costco,COST,retail,usa,0,0"
"01-06-2000,00:00:00-04:00,22.62352601,22.62352601,22.06118215,22.40723991,15637200,costco,COST,retail,usa,0,0"
"02-06-2000,00:00:00-04:00,22.79655079,23.83472388,22.40723588,23.70495224,12979600,costco,COST,retail,usa,0,0"
"05-06-2000,00:00:00-04:00,23.70495577,23.74821299,22.8398114,23.01284027,6547400,costco,COST,retail,usa,0,0"
"06-06-2000,00:00:00-04:00,22.83980897,22.88306618,21.97466469,21.97466469,12969000,costco,COST,retail,usa,0,0"
"07-06-2000,00:00:00-04:00,22.19095111,23.18586705,22.1476939,22.66678047,7443500,costco,COST,retail,usa,0,0"
"08-06-2000,00:00:00-04:00,22.71004281,22.75330003,22.10444167,22.19095612,10472800,costco,COST,retail,usa,0,0"
"09-06-2000,00:00:00-04:00,22.40723655,22.62352262,21.97466442,22.36397934,7604100,costco,COST,retail,usa,0,0"
"12-06-2000,00:00:00-04:00,22.32071886,22.32071886,21.67186075,21.75837517,8322600,costco,COST,retail,usa,0,0"
"13-06-2000,00:00:00-04:00,21.75838528,24.0077611,21.6286136,22.23421478,6943800,costco,COST,retail,usa,0,0"
"14-06-2000,00:00:00-04:00,22.49375298,23.18586845,22.14769524,22.53701019,3403400,costco,COST,retail,usa,0,0"
"15-06-2000,00:00:00-04:00,22.75330119,23.22913069,22.14770002,22.96958733,3251500,costco,COST,retail,usa,0,0"
"16-06-2000,00:00:00-04:00,23.09935057,23.14260778,22.32072078,22.49374962,3507800,costco,COST,retail,usa,0,0"
"19-06-2000,00:00:00-04:00,22.32072249,22.79655185,22.10443642,22.14769363,6770200,costco,COST,retail,usa,0,0"
"20-06-2000,00:00:00-04:00,22.53701333,22.58027056,21.71512609,21.88815498,6683800,costco,COST,retail,usa,0,0"
"21-06-2000,00:00:00-04:00,21.88815328,22.83981211,21.80163884,22.40723991,4953000,costco,COST,retail,usa,0,0"
"22-06-2000,00:00:00-04:00,22.45049413,23.08853804,22.10443642,22.14769363,5329500,costco,COST,retail,usa,0,0"
"23-06-2000,00:00:00-04:00,22.14769363,22.49375135,21.80163592,22.14769363,7073400,costco,COST,retail,usa,0,0"
"26-06-2000,00:00:00-04:00,22.27747197,22.3207292,21.97467138,22.06118584,6453500,costco,COST,retail,usa,0,0"
"27-06-2000,00:00:00-04:00,22.06117771,22.96957914,22.0179205,22.83980751,4771400,costco,COST,retail,usa,0,0"
"28-06-2000,00:00:00-04:00,22.83980869,22.92632311,22.19095049,22.36397934,6008900,costco,COST,retail,usa,0,0"
"29-06-2000,00:00:00-04:00,22.27747056,22.45049946,22.10444167,22.19095612,6545300,costco,COST,retail,usa,0,0"
"30-06-2000,00:00:00-04:00,22.23420655,23.14260799,22.14769213,22.83980751,6764800,costco,COST,retail,usa,0,0"
"03-07-2000,00:00:00-04:00,22.83980843,23.70495269,22.75329401,23.66169548,2559000,costco,COST,retail,usa,0,0"
"05-07-2000,00:00:00-04:00,23.7914702,23.7914702,22.79655418,23.01284027,3182200,costco,COST,retail,usa,0,0"
"06-07-2000,00:00:00-04:00,22.96959161,22.96959161,22.14770415,22.75330544,4599900,costco,COST,retail,usa,0,0"
"07-07-2000,00:00:00-04:00,22.75328416,24.13751438,22.40722661,23.92122841,6814100,costco,COST,retail,usa,0,0"
"10-07-2000,00:00:00-04:00,24.00775687,25.69478844,23.70495634,25.65153122,9257200,costco,COST,retail,usa,0,0"
"11-07-2000,00:00:00-04:00,25.60827358,25.69478802,23.96449926,24.61335754,8824400,costco,COST,retail,usa,0,0"
"12-07-2000,00:00:00-04:00,24.74312761,25.47850028,24.13752659,25.30547142,4114200,costco,COST,retail,usa,0,0"
"13-07-2000,00:00:00-04:00,25.00266003,25.34871761,24.35380207,25.26220322,4144100,costco,COST,retail,usa,0,0"
"14-07-2000,00:00:00-04:00,25.65152945,25.65152945,24.78638512,24.91615677,2317000,costco,COST,retail,usa,0,0"
"17-07-2000,00:00:00-04:00,24.91615661,25.08918547,24.52684166,24.57009888,2640300,costco,COST,retail,usa,0,0"
"18-07-2000,00:00:00-04:00,24.57009333,24.65660774,23.35889155,23.44540596,5846200,costco,COST,retail,usa,0,0"
"19-07-2000,00:00:00-04:00,23.55356182,23.61844766,22.58027414,22.79656029,5116900,costco,COST,retail,usa,0,0"
"20-07-2000,00:00:00-04:00,22.88307475,23.27238982,22.6667886,22.79656029,8632300,costco,COST,retail,usa,0,0"
"21-07-2000,00:00:00-04:00,22.66677642,22.92631966,21.62860345,22.32071877,4244100,costco,COST,retail,usa,0,0"
"24-07-2000,00:00:00-04:00,22.36398202,22.36398202,21.67186652,21.93140984,5255000,costco,COST,retail,usa,0,0"
"25-07-2000,00:00:00-04:00,22.06118149,22.19095315,21.80163818,21.93140984,5155000,costco,COST,retail,usa,0,0"
"26-07-2000,00:00:00-04:00,22.01792707,22.36398486,21.58535483,21.67186928,9050400,costco,COST,retail,usa,0,0"
"27-07-2000,00:00:00-04:00,21.75837915,22.49375181,21.71512194,22.10443687,5947200,costco,COST,retail,usa,0,0"
"28-07-2000,00:00:00-04:00,22.36397597,23.27237732,21.97466111,22.32071877,4176200,costco,COST,retail,usa,0,0"
"31-07-2000,00:00:00-04:00,22.27746689,22.71003906,22.11525232,22.53701019,4271700,costco,COST,retail,usa,0,0"
"01-08-2000,00:00:00-04:00,22.32072078,23.01283615,21.88814867,22.49374962,4409600,costco,COST,retail,usa,0,0"
"02-08-2000,00:00:00-04:00,22.49375327,23.35889763,22.45049606,23.22912598,6514000,costco,COST,retail,usa,0,0"
"03-08-2000,00:00:00-04:00,23.05608452,24.13751438,22.83979855,23.92122841,8989000,costco,COST,retail,usa,0,0"
"04-08-2000,00:00:00-04:00,23.92124063,24.78638496,23.87798342,24.57009888,6877100,costco,COST,retail,usa,0,0"
"07-08-2000,00:00:00-04:00,24.39706717,25.43524024,24.05100948,25.39198303,4613700,costco,COST,retail,usa,0,0"
"08-08-2000,00:00:00-04:00,25.218961,26.3436488,25.08918934,25.99759102,8621900,costco,COST,retail,usa,0,0"
"09-08-2000,00:00:00-04:00,25.82454904,25.82454904,24.09426099,25.04591942,6953300,costco,COST,retail,usa,0,0"
"10-08-2000,00:00:00-04:00,25.0891861,25.13244331,23.74821236,23.79146957,3753800,costco,COST,retail,usa,0,0"
"11-08-2000,00:00:00-04:00,24.09426029,24.44031789,24.05100309,24.18077469,3365300,costco,COST,retail,usa,0,0"
"14-08-2000,00:00:00-04:00,24.22403749,25.30546774,24.13752307,24.74312401,3540300,costco,COST,retail,usa,0,0"
"15-08-2000,00:00:00-04:00,24.82963996,24.95941159,23.92123849,24.05101013,2510400,costco,COST,retail,usa,0,0"
"16-08-2000,00:00:00-04:00,23.01284166,23.44541387,22.45049778,22.88306999,6530600,costco,COST,retail,usa,0,0"
"17-08-2000,00:00:00-04:00,22.83980751,22.92632193,22.45049261,22.83980751,4366600,costco,COST,retail,usa,0,0"
"18-08-2000,00:00:00-04:00,22.79654906,23.48866441,22.58026302,23.14260674,3310800,costco,COST,retail,usa,0,0"
"21-08-2000,00:00:00-04:00,23.22912426,23.27238148,22.1476939,22.66678047,4049000,costco,COST,retail,usa,0,0"
"22-08-2000,00:00:00-04:00,22.75330306,23.18587536,22.3856166,22.79656029,4071600,costco,COST,retail,usa,0,0"
"23-08-2000,00:00:00-04:00,22.62351921,22.88306246,22.23420435,22.32071877,3638800,costco,COST,retail,usa,0,0"
"24-08-2000,00:00:00-04:00,22.53701157,22.55864018,22.14769659,22.40723991,3884800,costco,COST,retail,usa,0,0"
"25-08-2000,00:00:00-04:00,22.49375968,22.92633198,22.45050245,22.79656029,2080400,costco,COST,retail,usa,0,0"
"28-08-2000,00:00:00-04:00,22.83981277,23.53192831,22.75329833,22.88306999,2225800,costco,COST,retail,usa,0,0"
"29-08-2000,00:00:00-04:00,22.79655097,24.87289717,22.79655097,24.05101013,6173600,costco,COST,retail,usa,0,0"
"30-08-2000,00:00:00-04:00,23.92124715,24.74313448,23.79147546,24.65662003,5564400,costco,COST,retail,usa,0,0"
"31-08-2000,00:00:00-04:00,24.35382073,24.61336411,23.66170504,23.83473396,4108200,costco,COST,retail,usa,0,0"
"01-09-2000,00:00:00-04:00,24.09426521,24.65660892,23.92123637,24.44032288,3419900,costco,COST,retail,usa,0,0"
"05-09-2000,00:00:00-04:00,24.4835758,25.39197703,24.2240326,25.04591942,3686000,costco,COST,retail,usa,0,0"
"06-09-2000,00:00:00-04:00,25.08918534,25.7813008,25.00267091,25.30547142,2586400,costco,COST,retail,usa,0,0"
"07-09-2000,00:00:00-04:00,25.34871761,25.65151799,25.21894602,25.26220322,1463700,costco,COST,retail,usa,0,0"
"08-09-2000,00:00:00-04:00,25.21894167,27.03574364,25.00265572,26.08408546,7152500,costco,COST,retail,usa,0,0"
"11-09-2000,00:00:00-04:00,26.21387475,26.60318972,25.17570149,26.04084587,5270300,costco,COST,retail,usa,0,0"
"12-09-2000,00:00:00-04:00,26.25713233,26.30038955,25.69478848,26.05166054,2099100,costco,COST,retail,usa,0,0"
"13-09-2000,00:00:00-04:00,26.04084795,26.99250684,25.78130461,26.55993462,5624600,costco,COST,retail,usa,0,0"
"14-09-2000,00:00:00-04:00,26.60318516,26.73295679,25.52175487,25.73804092,2115900,costco,COST,retail,usa,0,0"
"15-09-2000,00:00:00-04:00,26.34364006,26.43015447,24.051008,24.44032288,11525200,costco,COST,retail,usa,0,0"
"18-09-2000,00:00:00-04:00,24.44033614,24.48359337,23.48867703,23.5751915,5336100,costco,COST,retail,usa,0,0"
"19-09-2000,00:00:00-04:00,24.00775091,24.05100812,22.58026302,23.14260674,4861200,costco,COST,retail,usa,0,0"
"20-09-2000,00:00:00-04:00,23.27238012,24.09426715,23.22912291,23.70495224,4278900,costco,COST,retail,usa,0,0"
"21-09-2000,00:00:00-04:00,23.70495359,24.69986952,23.66169637,24.48358345,4115900,costco,COST,retail,usa,0,0"
"22-09-2000,00:00:00-04:00,24.09426029,25.00266148,23.57517389,24.18077469,3307900,costco,COST,retail,usa,0,0"
"25-09-2000,00:00:00-04:00,24.22403999,24.5700977,23.87798227,24.13752556,3697100,costco,COST,retail,usa,0,0"
"26-09-2000,00:00:00-04:00,24.00775402,24.05101123,23.09935251,23.40215302,5523300,costco,COST,retail,usa,0,0"
"27-09-2000,00:00:00-04:00,23.61842805,24.09425719,23.48865647,23.92122841,3937500,costco,COST,retail,usa,0,0"
"28-09-2000,00:00:00-04:00,24.09427054,24.91615769,23.87798445,24.82964325,2934700,costco,COST,retail,usa,0,0"
"29-09-2000,00:00:00-04:00,24.87288989,25.17569028,23.87797429,24.18077469,4181000,costco,COST,retail,usa,0,0"
"02-10-2000,00:00:00-04:00,23.22913259,23.87799104,22.71004583,22.79656029,7922100,costco,COST,retail,usa,0,0"
"03-10-2000,00:00:00-04:00,23.01284407,23.70495968,22.92632961,23.4129734,4915900,costco,COST,retail,usa,0,0"
"04-10-2000,00:00:00-04:00,23.53193065,24.69987574,23.53193065,23.86717415,5942600,costco,COST,retail,usa,0,0"
"05-10-2000,00:00:00-04:00,23.85635712,24.13752905,22.66678356,23.27238464,5810600,costco,COST,retail,usa,0,0"
"06-10-2000,00:00:00-04:00,23.46704693,23.61844723,22.75330265,23.18587494,3321000,costco,COST,retail,usa,0,0"
"09-10-2000,00:00:00-04:00,23.14260893,23.87798155,23.09935171,23.66169548,1949800,costco,COST,retail,usa,0,0"
"10-10-2000,00:00:00-04:00,23.74820895,24.22403827,22.83980751,22.83980751,3668300,costco,COST,retail,usa,0,0"
"11-10-2000,00:00:00-04:00,22.5802622,22.66677662,20.72020229,21.19603157,16752800,costco,COST,retail,usa,0,0"
"12-10-2000,00:00:00-04:00,20.76345886,22.92631916,20.2876296,21.62860298,14440100,costco,COST,retail,usa,0,0"
"13-10-2000,00:00:00-04:00,21.19604133,22.62352983,21.10952688,22.23421478,9110200,costco,COST,retail,usa,0,0"
"16-10-2000,00:00:00-04:00,22.19095085,22.23420806,21.97466478,22.14769363,6141400,costco,COST,retail,usa,0,0"
"17-10-2000,00:00:00-04:00,22.21257946,22.40723692,22.06117921,22.14769363,4251600,costco,COST,retail,usa,0,0"
"18-10-2000,00:00:00-04:00,22.06117771,23.70495173,21.71512002,22.83980751,3949200,costco,COST,retail,usa,0,0"
"19-10-2000,00:00:00-04:00,22.92631589,24.18077469,22.83980149,24.18077469,3476000,costco,COST,retail,usa,0,0"
"20-10-2000,00:00:00-04:00,23.35890348,24.22404805,23.35890348,23.74821854,5402400,costco,COST,retail,usa,0,0"
"23-10-2000,00:00:00-04:00,23.66169815,23.74821259,22.92632545,23.22912598,5616100,costco,COST,retail,usa,0,0"
"24-10-2000,00:00:00-04:00,23.35890248,23.7049603,23.18587358,23.48867416,3373600,costco,COST,retail,usa,0,0"
"25-10-2000,00:00:00-04:00,23.53192289,23.5751801,22.66677867,22.83980751,4199200,costco,COST,retail,usa,0,0"
"26-10-2000,00:00:00-04:00,22.86143612,22.96957914,22.53700703,22.83980751,5823200,costco,COST,retail,usa,0,0"
"27-10-2000,00:00:00-04:00,22.88307295,23.53193135,22.83981572,23.31564522,2788700,costco,COST,retail,usa,0,0"
"30-10-2000,00:00:00-05:00,23.33725629,24.26728596,23.31562769,23.92122841,5440400,costco,COST,retail,usa,0,0"
"31-10-2000,00:00:00-05:00,24.22403876,25.4352407,24.09426712,25.34872627,6663200,costco,COST,retail,usa,0,0"
"01-11-2000,00:00:00-05:00,25.39198216,25.56501099,24.52683796,24.74312401,7439000,costco,COST,retail,usa,0,0"
"02-11-2000,00:00:00-05:00,23.44540298,25.08917662,22.96957377,25.04591942,13263900,costco,COST,retail,usa,0,0"
"03-11-2000,00:00:00-05:00,24.87289496,24.87289496,23.92123637,24.44032288,3134900,costco,COST,retail,usa,0,0"
"06-11-2000,00:00:00-05:00,24.57008632,24.91614388,23.83471402,23.92122841,4297900,costco,COST,retail,usa,0,0"
"07-11-2000,00:00:00-05:00,23.35889329,24.74312401,23.01283562,24.74312401,5333000,costco,COST,retail,usa,0,0"
